"Tabela 96 - Mulheres de 10 anos ou mais de idade, total e que tiveram filhos, e os filhos tidos pelas mulheres de 10 anos ou mais de idade, os nascidos vivos, os nascidos vivos no período de referência de 12 meses, os nascidos mortos e os que estavam vivos na data de referência, segundo a situação do domicílio, a cor ou raça, o estado civil, o nível de instrução e os grupos de idade das mulheres"
"Variável - Mulheres de 10 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"Ano x Situação do domicílio x Cor ou raça x Estado civil"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"2010"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"Total";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Urbana";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Rural"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"Branca";;;;;"Preta";;;;;"Amarela";;;;;"Parda";;;;;"Indígena";;;;;"Sem declaração";;;;;"Branca";;;;;"Preta";;;;;"Amarela";;;;;"Parda";;;;;"Indígena";;;;;"Sem declaração";;;;;"Branca";;;;;"Preta";;;;;"Amarela";;;;;"Parda";;;;;"Indígena";;;;;"Sem declaração"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"15 a 19 anos";"2520";"141";"63";"84";"129621";"791";"52";"27";"12";"31576";"39";"-";"-";"-";"2780";"2838";"77";"70";"105";"123926";"-";"-";"-";"-";"160";"-";"-";"-";"-";"-";"2271";"141";"63";"84";"125272";"740";"52";"27";"12";"30530";"39";"-";"-";"-";"2703";"2725";"77";"70";"105";"120146";"-";"-";"-";"-";"160";"-";"-";"-";"-";"-";"249";"-";"-";"-";"4348";"51";"-";"-";"-";"1047";"-";"-";"-";"-";"77";"113";"-";"-";"-";"3780";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"20 a 24 anos";"9061";"327";"301";"63";"40966";"2826";"78";"89";"13";"18294";"485";"-";"32";"-";"1246";"8862";"203";"251";"233";"55736";"24";"-";"-";"-";"95";"-";"-";"-";"-";"-";"8402";"314";"301";"63";"39473";"2682";"78";"84";"13";"17783";"480";"-";"32";"-";"1220";"8398";"203";"251";"219";"54208";"24";"-";"-";"-";"95";"-";"-";"-";"-";"-";"659";"14";"-";"-";"1493";"143";"-";"5";"-";"511";"6";"-";"-";"-";"26";"464";"-";"-";"14";"1528";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"25 a 29 anos";"14900";"538";"840";"303";"29765";"4467";"101";"161";"54";"14035";"516";"38";"23";"51";"980";"15265";"467";"859";"289";"40241";"10";"-";"-";"-";"77";"-";"-";"-";"-";"-";"13966";"538";"828";"303";"28716";"4254";"82";"161";"48";"13578";"490";"38";"23";"51";"963";"14778";"421";"854";"281";"39169";"10";"-";"-";"-";"77";"-";"-";"-";"-";"-";"934";"-";"12";"-";"1049";"213";"19";"-";"6";"457";"25";"-";"-";"-";"17";"487";"46";"5";"8";"1072";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"30 a 34 anos";"20204";"783";"1797";"274";"24391";"6443";"335";"530";"258";"11455";"448";"9";"27";"-";"838";"21583";"952";"1717";"553";"32120";"47";"-";"-";"-";"33";"-";"-";"-";"-";"-";"19287";"742";"1703";"274";"23663";"6228";"332";"518";"258";"11056";"448";"9";"11";"-";"812";"21039";"920";"1686";"534";"31455";"47";"-";"-";"-";"33";"-";"-";"-";"-";"-";"917";"40";"94";"-";"728";"214";"3";"11";"-";"399";"-";"-";"16";"-";"26";"544";"32";"31";"19";"664";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"35 a 39 anos";"23957";"887";"2576";"831";"20302";"6394";"339";"692";"380";"8052";"561";"35";"67";"42";"587";"23541";"1132";"2596";"943";"23958";"19";"5";"-";"-";"27";"-";"-";"-";"-";"-";"23061";"831";"2506";"809";"19675";"6163";"339";"684";"368";"7879";"561";"35";"63";"42";"581";"22850";"1089";"2552";"937";"23478";"19";"5";"-";"-";"27";"-";"-";"-";"-";"-";"895";"56";"70";"22";"627";"231";"-";"8";"11";"173";"-";"-";"4";"-";"6";"691";"43";"44";"6";"480";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"40 a 44 anos";"24299";"1542";"4047";"1637";"17804";"6021";"475";"903";"611";"6887";"456";"7";"46";"27";"297";"22538";"1274";"2801";"1875";"20067";"64";"-";"-";"-";"22";"-";"-";"-";"-";"-";"23563";"1509";"3979";"1558";"17374";"5892";"475";"903";"605";"6790";"446";"7";"46";"27";"290";"22113";"1239";"2714";"1815";"19698";"64";"-";"-";"-";"22";"-";"-";"-";"-";"-";"736";"33";"67";"79";"430";"129";"-";"-";"6";"97";"11";"-";"-";"-";"8";"425";"35";"88";"60";"369";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"45 a 49 anos";"26296";"2065";"4191";"2478";"13389";"5740";"477";"948";"1052";"5563";"251";"11";"53";"101";"268";"23414";"1426";"3544";"2510";"14870";"38";"-";"9";"-";"11";"-";"-";"-";"-";"-";"25543";"2045";"4101";"2434";"13205";"5653";"471";"920";"1033";"5442";"242";"11";"53";"101";"260";"22901";"1387";"3495";"2490";"14663";"38";"-";"9";"-";"-";"-";"-";"-";"-";"-";"753";"20";"90";"44";"184";"87";"6";"28";"19";"121";"9";"-";"-";"-";"9";"513";"39";"48";"20";"207";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"50 a 54 anos";"22203";"1562";"4470";"4725";"9782";"5417";"395";"1049";"1329";"4378";"354";"15";"91";"64";"209";"18009";"1415";"3184";"4291";"10583";"27";"4";"-";"-";"41";"-";"-";"-";"-";"-";"21778";"1552";"4397";"4623";"9706";"5279";"395";"1029";"1329";"4311";"330";"15";"84";"54";"209";"17656";"1393";"3171";"4259";"10414";"27";"4";"-";"-";"41";"-";"-";"-";"-";"-";"426";"10";"73";"102";"76";"138";"-";"20";"-";"67";"24";"-";"7";"9";"-";"353";"22";"13";"32";"169";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"55 a 59 anos";"18997";"1129";"3392";"5415";"6354";"4183";"279";"759";"1492";"2984";"274";"9";"53";"48";"57";"14194";"801";"2448";"4483";"6055";"34";"-";"-";"28";"27";"-";"-";"-";"-";"-";"18573";"1118";"3309";"5352";"6256";"4119";"279";"737";"1456";"2925";"274";"9";"53";"48";"57";"14019";"801";"2412";"4478";"5985";"34";"-";"-";"28";"27";"-";"-";"-";"-";"-";"424";"11";"83";"64";"98";"64";"-";"22";"36";"59";"-";"-";"-";"-";"-";"175";"-";"36";"5";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"60 a 64 anos";"13874";"990";"2427";"6567";"4221";"2560";"274";"462";"1798";"1827";"237";"-";"-";"79";"68";"8295";"732";"1080";"4655";"3937";"9";"-";"11";"28";"45";"-";"-";"-";"-";"-";"13740";"990";"2417";"6452";"4132";"2509";"274";"453";"1782";"1774";"237";"-";"-";"79";"68";"8190";"721";"1046";"4620";"3918";"9";"-";"11";"28";"45";"-";"-";"-";"-";"-";"134";"-";"10";"115";"89";"51";"-";"9";"16";"54";"-";"-";"-";"-";"-";"105";"11";"34";"34";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"65 a 69 anos";"10559";"742";"1627";"7130";"2173";"1505";"96";"186";"1115";"1039";"87";"26";"-";"174";"31";"5170";"350";"872";"4070";"2022";"20";"-";"-";"-";"22";"-";"-";"-";"-";"-";"10367";"742";"1601";"7096";"2167";"1463";"96";"174";"1102";"1026";"87";"26";"-";"174";"31";"5084";"350";"872";"4051";"2000";"20";"-";"-";"-";"22";"-";"-";"-";"-";"-";"193";"-";"25";"34";"6";"42";"-";"12";"13";"13";"-";"-";"-";"-";"-";"86";"-";"-";"18";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Fundamental completo e médio incompleto";"70 anos ou mais";"14649";"1068";"2108";"32549";"5190";"848";"212";"181";"3004";"1333";"61";"9";"23";"125";"27";"4372";"164";"546";"8762";"2511";"-";"-";"22";"62";"19";"-";"-";"-";"-";"-";"14485";"1068";"2099";"32403";"5167";"822";"212";"181";"2966";"1333";"61";"9";"23";"125";"27";"4310";"152";"523";"8677";"2477";"-";"-";"22";"62";"19";"-";"-";"-";"-";"-";"164";"-";"9";"145";"24";"26";"-";"-";"38";"-";"-";"-";"-";"-";"-";"62";"12";"23";"85";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"15 a 19 anos";"2358";"117";"42";"22";"64591";"307";"10";"-";"31";"10263";"51";"-";"-";"-";"1036";"1792";"14";"36";"11";"42391";"-";"-";"-";"-";"166";"-";"-";"-";"-";"-";"2224";"117";"42";"22";"62908";"292";"10";"-";"31";"9984";"51";"-";"-";"-";"1026";"1721";"14";"36";"11";"41392";"-";"-";"-";"-";"166";"-";"-";"-";"-";"-";"134";"-";"-";"-";"1683";"15";"-";"-";"-";"279";"-";"-";"-";"-";"10";"71";"-";"-";"-";"999";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"20 a 24 anos";"27038";"513";"800";"116";"154355";"5146";"155";"136";"59";"32022";"808";"23";"20";"-";"2818";"19526";"380";"487";"162";"109296";"-";"-";"10";"-";"234";"-";"-";"-";"-";"-";"26235";"505";"790";"116";"151107";"4955";"155";"112";"59";"31328";"808";"23";"20";"-";"2760";"18946";"376";"487";"162";"107047";"-";"-";"10";"-";"234";"-";"-";"-";"-";"-";"803";"7";"10";"-";"3249";"192";"-";"24";"-";"694";"-";"-";"-";"-";"58";"580";"4";"-";"-";"2249";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"25 a 29 anos";"53225";"1668";"2965";"585";"90278";"11068";"355";"479";"173";"25593";"1186";"27";"80";"-";"2017";"41077";"947";"1869";"418";"79917";"69";"-";"16";"-";"210";"-";"-";"-";"-";"-";"51943";"1668";"2839";"585";"88794";"10836";"342";"470";"173";"25135";"1155";"18";"80";"-";"1991";"40004";"929";"1869";"399";"78589";"69";"-";"16";"-";"210";"-";"-";"-";"-";"-";"1283";"-";"127";"-";"1485";"232";"13";"8";"-";"458";"31";"9";"-";"-";"26";"1074";"18";"-";"19";"1329";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"30 a 34 anos";"59938";"2365";"5525";"681";"57776";"11985";"460";"965";"237";"18138";"1494";"34";"94";"15";"1167";"44323";"1506";"3826";"933";"52949";"130";"9";"-";"-";"123";"-";"-";"-";"-";"-";"58759";"2317";"5419";"668";"56938";"11763";"460";"954";"237";"17831";"1478";"34";"94";"15";"1151";"43747";"1480";"3781";"910";"52181";"130";"9";"-";"-";"123";"-";"-";"-";"-";"-";"1179";"48";"106";"13";"838";"222";"-";"11";"-";"307";"16";"-";"-";"-";"16";"576";"25";"45";"23";"767";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"35 a 39 anos";"55932";"2481";"7667";"1391";"38328";"10786";"403";"1041";"338";"11563";"830";"6";"210";"27";"616";"41479";"1832";"4533";"1337";"32882";"52";"25";"-";"10";"122";"-";"-";"-";"-";"-";"54969";"2435";"7590";"1374";"37676";"10597";"403";"1028";"338";"11419";"795";"6";"210";"27";"616";"41066";"1807";"4499";"1337";"32469";"52";"25";"-";"10";"122";"-";"-";"-";"-";"-";"963";"46";"77";"16";"652";"189";"-";"13";"-";"143";"36";"-";"-";"-";"-";"413";"25";"35";"-";"412";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"40 a 44 anos";"52025";"3237";"9109";"2607";"27872";"9972";"556";"1328";"565";"8665";"743";"24";"150";"101";"559";"35993";"1775";"4999";"2013";"24543";"102";"-";"22";"-";"90";"-";"-";"-";"-";"-";"51182";"3215";"9003";"2578";"27545";"9907";"547";"1317";"555";"8585";"743";"24";"150";"101";"559";"35639";"1771";"4960";"2002";"24262";"102";"-";"22";"-";"90";"-";"-";"-";"-";"-";"844";"22";"107";"29";"327";"65";"8";"11";"10";"80";"-";"-";"-";"-";"-";"354";"5";"40";"10";"281";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"45 a 49 anos";"49135";"3787";"11596";"4052";"23817";"8978";"704";"1645";"797";"6384";"549";"60";"161";"56";"228";"30877";"1775";"5636";"2758";"17174";"94";"-";"45";"11";"70";"-";"-";"-";"-";"-";"48469";"3727";"11414";"4015";"23497";"8899";"704";"1618";"797";"6321";"540";"60";"161";"56";"228";"30590";"1770";"5585";"2748";"17044";"88";"-";"36";"11";"70";"-";"-";"-";"-";"-";"665";"61";"182";"37";"321";"79";"-";"27";"-";"63";"9";"-";"-";"-";"-";"287";"5";"50";"11";"130";"6";"-";"9";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"50 a 54 anos";"44136";"3337";"10843";"6132";"17619";"6024";"398";"1528";"1677";"4738";"377";"18";"105";"75";"285";"24037";"1811";"5016";"4210";"12373";"119";"-";"-";"32";"30";"12";"-";"-";"-";"-";"43562";"3314";"10773";"6091";"17400";"5991";"398";"1516";"1665";"4710";"377";"18";"105";"75";"265";"23821";"1796";"4935";"4176";"12242";"119";"-";"-";"32";"30";"12";"-";"-";"-";"-";"575";"23";"70";"42";"219";"33";"-";"12";"12";"27";"-";"-";"-";"-";"20";"216";"16";"81";"34";"131";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"55 a 59 anos";"32554";"3187";"8101";"7625";"10900";"4435";"388";"1257";"1154";"2965";"352";"9";"48";"54";"137";"14560";"1212";"3389";"3958";"5899";"68";"-";"38";"31";"16";"-";"-";"-";"-";"-";"32103";"3173";"8010";"7540";"10799";"4382";"388";"1237";"1141";"2948";"352";"9";"48";"54";"137";"14364";"1212";"3344";"3878";"5837";"68";"-";"38";"31";"16";"-";"-";"-";"-";"-";"450";"13";"91";"86";"101";"53";"-";"20";"13";"16";"-";"-";"-";"-";"-";"196";"-";"45";"80";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"60 a 64 anos";"24133";"2032";"5426";"8851";"7557";"2343";"200";"510";"1281";"1550";"217";"-";"30";"101";"67";"8137";"551";"1573";"3213";"3265";"35";"-";"52";"5";"29";"-";"-";"-";"-";"-";"23867";"2032";"5397";"8804";"7470";"2343";"200";"510";"1281";"1550";"196";"-";"30";"101";"67";"8054";"551";"1562";"3173";"3233";"35";"-";"42";"5";"29";"-";"-";"-";"-";"-";"266";"-";"29";"46";"86";"-";"-";"-";"-";"-";"21";"-";"-";"-";"-";"82";"-";"11";"40";"32";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"65 a 69 anos";"14985";"1060";"3235";"8794";"4148";"1003";"133";"169";"915";"839";"115";"-";"60";"41";"37";"3537";"218";"866";"3065";"1745";"-";"14";"-";"40";"-";"-";"-";"-";"-";"-";"14762";"1060";"3225";"8767";"4117";"970";"133";"169";"904";"839";"115";"-";"60";"41";"37";"3501";"218";"863";"3065";"1745";"-";"14";"-";"40";"-";"-";"-";"-";"-";"-";"223";"-";"10";"27";"31";"33";"-";"-";"11";"-";"-";"-";"-";"-";"-";"37";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Médio completo e superior incompleto";"70 anos ou mais";"19752";"1321";"3428";"35215";"7187";"727";"111";"191";"1725";"693";"130";"-";"28";"144";"115";"3026";"327";"579";"5967";"1804";"21";"-";"-";"58";"-";"-";"-";"-";"-";"-";"19622";"1294";"3411";"35126";"7168";"713";"111";"191";"1715";"693";"120";"-";"28";"144";"115";"2984";"327";"566";"5905";"1782";"21";"-";"-";"58";"-";"-";"-";"-";"-";"-";"130";"27";"17";"89";"19";"14";"-";"-";"10";"-";"10";"-";"-";"-";"-";"42";"-";"13";"61";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"15 a 19 anos";"163";"-";"32";"-";"1707";"-";"-";"-";"-";"151";"-";"-";"-";"-";"6";"26";"-";"-";"-";"810";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"153";"-";"32";"-";"1678";"-";"-";"-";"-";"140";"-";"-";"-";"-";"6";"26";"-";"-";"-";"801";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"30";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"20 a 24 anos";"4004";"132";"159";"35";"28158";"364";"-";"8";"-";"2260";"82";"-";"-";"-";"308";"1555";"42";"115";"10";"10294";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"3938";"132";"159";"35";"27868";"364";"-";"8";"-";"2234";"82";"-";"-";"-";"308";"1555";"42";"115";"10";"10213";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"66";"-";"-";"-";"291";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"25 a 29 anos";"27880";"810";"1186";"118";"59745";"2587";"-";"70";"-";"4980";"420";"-";"37";"-";"820";"9481";"184";"386";"28";"17601";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"27584";"801";"1175";"118";"59461";"2559";"-";"70";"-";"4893";"420";"-";"37";"-";"820";"9399";"184";"380";"28";"17451";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"296";"9";"11";"-";"284";"28";"-";"-";"-";"87";"-";"-";"-";"-";"-";"83";"-";"5";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"30 a 34 anos";"41850";"1320";"4129";"282";"39181";"2581";"64";"260";"-";"3689";"546";"17";"45";"24";"408";"11251";"387";"1091";"240";"11025";"89";"30";"-";"-";"61";"-";"-";"-";"-";"-";"41446";"1308";"4108";"282";"38918";"2539";"64";"260";"-";"3689";"546";"17";"45";"24";"408";"11192";"387";"1072";"240";"10988";"89";"30";"-";"-";"61";"-";"-";"-";"-";"-";"404";"13";"21";"-";"263";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"58";"-";"19";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"35 a 39 anos";"40193";"1854";"6373";"430";"23775";"2705";"99";"370";"-";"2556";"365";"-";"103";"-";"209";"10493";"641";"1703";"198";"8499";"87";"-";"-";"-";"46";"-";"-";"-";"-";"-";"39936";"1854";"6342";"420";"23636";"2650";"99";"364";"-";"2541";"365";"-";"103";"-";"209";"10347";"627";"1703";"198";"8423";"87";"-";"-";"-";"46";"-";"-";"-";"-";"-";"257";"-";"31";"10";"139";"55";"-";"7";"-";"15";"-";"-";"-";"-";"-";"146";"14";"-";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"40 a 44 anos";"35156";"2604";"8314";"970";"19230";"2123";"250";"386";"74";"2149";"348";"-";"120";"14";"222";"9291";"637";"2237";"308";"5614";"97";"-";"21";"23";"22";"-";"-";"-";"-";"-";"34839";"2597";"8269";"956";"19082";"2095";"250";"377";"74";"2127";"348";"-";"120";"14";"222";"9259";"637";"2205";"308";"5546";"97";"-";"21";"23";"22";"-";"-";"-";"-";"-";"317";"7";"45";"13";"148";"28";"-";"9";"-";"23";"-";"-";"-";"-";"-";"32";"-";"31";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"45 a 49 anos";"35960";"2898";"11402";"2154";"17321";"2385";"239";"599";"281";"1782";"382";"35";"11";"19";"137";"8853";"706";"2055";"530";"4816";"78";"-";"5";"-";"5";"-";"-";"-";"-";"-";"35623";"2871";"11354";"2132";"17185";"2370";"239";"589";"281";"1771";"368";"35";"11";"-";"137";"8784";"706";"2045";"530";"4796";"67";"-";"5";"-";"5";"-";"-";"-";"-";"-";"337";"28";"48";"22";"136";"15";"-";"10";"-";"10";"14";"-";"-";"19";"-";"70";"-";"10";"-";"20";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"50 a 54 anos";"32089";"3036";"11319";"3400";"15046";"1862";"211";"604";"293";"1702";"174";"7";"17";"89";"40";"6746";"574";"2539";"1041";"4363";"57";"17";"51";"-";"20";"-";"-";"-";"-";"-";"31830";"3021";"11226";"3360";"14957";"1862";"211";"604";"293";"1690";"163";"7";"17";"89";"40";"6700";"574";"2536";"1031";"4314";"57";"17";"51";"-";"20";"-";"-";"-";"-";"-";"259";"14";"93";"40";"89";"-";"-";"-";"-";"12";"11";"-";"-";"-";"-";"46";"-";"2";"10";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"55 a 59 anos";"26107";"3429";"9724";"4356";"11043";"1360";"81";"323";"407";"1436";"107";"70";"18";"-";"77";"4439";"508";"1370";"1170";"2255";"29";"7";"41";"36";"22";"-";"-";"-";"-";"-";"25977";"3429";"9654";"4351";"10968";"1360";"81";"323";"407";"1425";"107";"70";"18";"-";"77";"4407";"508";"1370";"1160";"2236";"29";"7";"41";"36";"22";"-";"-";"-";"-";"-";"130";"-";"71";"5";"75";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"32";"-";"-";"10";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"60 a 64 anos";"17663";"2212";"6465";"4681";"7675";"649";"36";"265";"304";"906";"56";"-";"-";"50";"68";"2420";"155";"1048";"1092";"1784";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"17538";"2212";"6444";"4653";"7616";"649";"36";"265";"304";"906";"56";"-";"-";"50";"68";"2411";"155";"1048";"1092";"1775";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"125";"-";"22";"28";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"65 a 69 anos";"10104";"941";"3588";"4517";"3774";"485";"48";"125";"232";"419";"43";"-";"-";"49";"31";"934";"32";"381";"729";"719";"12";"-";"-";"20";"-";"-";"-";"-";"-";"-";"10018";"931";"3577";"4504";"3725";"485";"48";"125";"232";"408";"43";"-";"-";"49";"31";"932";"32";"381";"729";"707";"12";"-";"-";"20";"-";"-";"-";"-";"-";"-";"86";"10";"11";"13";"49";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"2";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Superior completo";"70 anos ou mais";"10309";"889";"3309";"15166";"6469";"238";"10";"79";"522";"362";"36";"-";"-";"33";"-";"844";"90";"210";"1683";"1152";"25";"-";"31";"22";"-";"-";"-";"-";"-";"-";"10213";"889";"3298";"15126";"6447";"229";"10";"79";"522";"362";"36";"-";"-";"33";"-";"844";"90";"210";"1683";"1137";"25";"-";"31";"22";"-";"-";"-";"-";"-";"-";"96";"-";"11";"40";"23";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Não determinado";"15 a 19 anos";"49";"-";"-";"11";"5772";"20";"-";"-";"-";"1236";"-";"-";"-";"-";"138";"113";"19";"7";"-";"5419";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"49";"-";"-";"11";"5627";"20";"-";"-";"-";"1182";"-";"-";"-";"-";"129";"113";"19";"7";"-";"5243";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"145";"-";"-";"-";"-";"54";"-";"-";"-";"-";"9";"-";"-";"-";"-";"176";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Não determinado";"20 a 24 anos";"231";"-";"-";"-";"1810";"110";"-";"-";"-";"593";"-";"-";"-";"-";"21";"195";"-";"21";"22";"1654";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"231";"-";"-";"-";"1784";"110";"-";"-";"-";"576";"-";"-";"-";"-";"21";"167";"-";"21";"22";"1592";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"28";"-";"-";"-";"63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Não determinado";"25 a 29 anos";"322";"24";"13";"-";"1049";"74";"-";"11";"-";"371";"21";"-";"-";"-";"105";"391";"19";"46";"-";"1029";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"313";"24";"13";"-";"1041";"74";"-";"11";"-";"371";"21";"-";"-";"-";"105";"391";"19";"46";"-";"1017";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
