"Tabela 10061 - Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça"
"Variável - Pessoas de 18 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Ano x Nível de instrução x Grupo de idade"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"2022"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Sem instrução e fundamental incompleto";;;;;;;;;;;;;;;;;;"Fundamental completo e médio incompleto";;;;;;;;;;;;;;;;;;"Médio completo e superior incompleto";;;;;;;;;;;;;;;;;;"Superior completo"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais"
"Brasil";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,04";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,01";"0,06";"0,05";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,10";"0,08";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,01";"0,00";"0,00"
"Brasil";"Mulheres";"Parda";"0,35";"0,09";"0,26";"7,33";"5,23";"0,32";"0,40";"0,53";"0,69";"0,77";"0,85";"0,87";"0,80";"2,11";"0,69";"0,55";"0,38";"0,49";"0,81";"0,32";"0,49";"2,83";"2,58";"0,45";"0,41";"0,40";"0,36";"0,30";"0,26";"0,23";"0,18";"0,25";"0,12";"0,07";"0,04";"0,03";"1,96";"0,48";"1,48";"6,48";"6,15";"1,24";"1,13";"1,08";"0,92";"0,66";"0,50";"0,37";"0,26";"0,33";"0,17";"0,09";"0,04";"0,04";"0,19";"0,01";"0,18";"2,79";"2,62";"0,42";"0,46";"0,48";"0,43";"0,30";"0,23";"0,18";"0,13";"0,17";"0,08";"0,05";"0,02";"0,02"
"Brasil";"Mulheres";"Indígena";"0,01";"0,00";"0,01";"0,10";"0,08";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,01";"0,00";"0,01";"0,02";"0,01";"0,01";"0,03";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,02";"0,05";"0,05";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Norte";"Homens";"Branca";"0,26";"0,07";"0,19";"2,91";"2,19";"0,18";"0,21";"0,26";"0,32";"0,31";"0,32";"0,30";"0,29";"0,71";"0,23";"0,18";"0,14";"0,16";"0,46";"0,20";"0,26";"1,09";"0,99";"0,19";"0,16";"0,15";"0,13";"0,11";"0,10";"0,08";"0,06";"0,10";"0,05";"0,03";"0,01";"0,01";"0,89";"0,21";"0,68";"2,53";"2,37";"0,51";"0,42";"0,39";"0,34";"0,25";"0,19";"0,15";"0,11";"0,15";"0,07";"0,05";"0,02";"0,02";"0,09";"0,01";"0,08";"1,47";"1,34";"0,21";"0,25";"0,23";"0,21";"0,15";"0,12";"0,10";"0,07";"0,12";"0,05";"0,04";"0,02";"0,01"
"Norte";"Homens";"Preta";"0,17";"0,05";"0,12";"2,31";"1,83";"0,15";"0,18";"0,22";"0,28";"0,27";"0,27";"0,24";"0,21";"0,49";"0,18";"0,13";"0,09";"0,10";"0,27";"0,11";"0,17";"0,70";"0,66";"0,14";"0,11";"0,11";"0,09";"0,07";"0,06";"0,04";"0,03";"0,04";"0,02";"0,01";"0,00";"0,00";"0,38";"0,07";"0,31";"1,29";"1,25";"0,27";"0,24";"0,22";"0,18";"0,14";"0,09";"0,06";"0,04";"0,04";"0,02";"0,01";"0,01";"0,00";"0,02";"0,00";"0,02";"0,44";"0,42";"0,07";"0,08";"0,08";"0,07";"0,05";"0,04";"0,03";"0,02";"0,02";"0,01";"0,01";"0,00";"0,00"
"Norte";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,03";"0,02";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Norte";"Homens";"Parda";"1,21";"0,34";"0,87";"11,89";"9,54";"0,93";"1,04";"1,24";"1,41";"1,36";"1,34";"1,18";"1,03";"2,35";"0,86";"0,63";"0,41";"0,45";"1,85";"0,78";"1,07";"4,13";"3,89";"0,85";"0,70";"0,66";"0,54";"0,40";"0,32";"0,24";"0,18";"0,24";"0,12";"0,06";"0,03";"0,03";"2,78";"0,61";"2,17";"8,19";"7,89";"1,78";"1,53";"1,40";"1,16";"0,79";"0,55";"0,39";"0,27";"0,31";"0,16";"0,08";"0,04";"0,02";"0,19";"0,01";"0,18";"2,62";"2,49";"0,40";"0,44";"0,45";"0,41";"0,31";"0,22";"0,16";"0,11";"0,13";"0,07";"0,03";"0,02";"0,01"
"Norte";"Homens";"Indígena";"0,10";"0,03";"0,06";"0,48";"0,39";"0,05";"0,05";"0,05";"0,06";"0,05";"0,05";"0,04";"0,04";"0,08";"0,03";"0,02";"0,01";"0,02";"0,10";"0,04";"0,06";"0,13";"0,12";"0,04";"0,02";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,11";"0,02";"0,09";"0,24";"0,24";"0,08";"0,05";"0,04";"0,03";"0,02";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,05";"0,05";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Norte";"Mulheres";"Branca";"0,18";"0,05";"0,13";"2,65";"1,81";"0,12";"0,16";"0,20";"0,24";"0,26";"0,27";"0,28";"0,28";"0,84";"0,25";"0,20";"0,16";"0,23";"0,39";"0,18";"0,21";"1,06";"0,94";"0,16";"0,13";"0,14";"0,14";"0,11";"0,10";"0,08";"0,07";"0,13";"0,05";"0,03";"0,02";"0,03";"1,06";"0,27";"0,78";"2,95";"2,73";"0,55";"0,47";"0,45";"0,40";"0,31";"0,23";"0,18";"0,14";"0,22";"0,09";"0,06";"0,03";"0,03";"0,15";"0,01";"0,14";"2,29";"2,14";"0,33";"0,37";"0,38";"0,35";"0,26";"0,20";"0,15";"0,10";"0,15";"0,07";"0,04";"0,02";"0,02"
"Norte";"Mulheres";"Preta";"0,10";"0,02";"0,08";"1,51";"1,10";"0,08";"0,10";"0,12";"0,16";"0,16";"0,17";"0,16";"0,16";"0,41";"0,14";"0,11";"0,07";"0,10";"0,18";"0,07";"0,11";"0,53";"0,49";"0,10";"0,08";"0,08";"0,07";"0,05";"0,04";"0,04";"0,03";"0,04";"0,02";"0,01";"0,00";"0,00";"0,37";"0,08";"0,28";"1,17";"1,12";"0,24";"0,21";"0,20";"0,16";"0,13";"0,09";"0,06";"0,04";"0,05";"0,03";"0,01";"0,01";"0,01";"0,04";"0,00";"0,03";"0,60";"0,58";"0,09";"0,10";"0,10";"0,09";"0,08";"0,05";"0,04";"0,02";"0,03";"0,02";"0,01";"0,00";"0,00"
"Norte";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,01";"0,03";"0,03";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Norte";"Mulheres";"Parda";"0,83";"0,22";"0,60";"10,11";"7,74";"0,67";"0,80";"0,97";"1,09";"1,10";"1,09";"1,07";"0,95";"2,37";"0,81";"0,60";"0,43";"0,53";"1,65";"0,68";"0,97";"4,08";"3,80";"0,78";"0,66";"0,62";"0,53";"0,41";"0,33";"0,27";"0,20";"0,28";"0,13";"0,08";"0,04";"0,03";"3,18";"0,75";"2,43";"9,56";"9,17";"2,04";"1,77";"1,63";"1,34";"0,94";"0,67";"0,45";"0,31";"0,39";"0,20";"0,10";"0,05";"0,04";"0,31";"0,02";"0,29";"4,28";"4,08";"0,64";"0,71";"0,73";"0,68";"0,49";"0,37";"0,27";"0,17";"0,20";"0,10";"0,06";"0,03";"0,02"
"Norte";"Mulheres";"Indígena";"0,10";"0,03";"0,06";"0,51";"0,42";"0,06";"0,06";"0,06";"0,06";"0,05";"0,05";"0,04";"0,04";"0,09";"0,03";"0,02";"0,02";"0,02";"0,09";"0,04";"0,05";"0,11";"0,11";"0,03";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,11";"0,03";"0,09";"0,22";"0,21";"0,07";"0,05";"0,04";"0,03";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,06";"0,06";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Nordeste";"Homens";"Branca";"0,28";"0,08";"0,20";"4,34";"3,15";"0,23";"0,28";"0,35";"0,45";"0,48";"0,49";"0,47";"0,40";"1,19";"0,33";"0,31";"0,23";"0,32";"0,46";"0,20";"0,25";"1,21";"1,08";"0,19";"0,18";"0,17";"0,15";"0,12";"0,11";"0,10";"0,07";"0,13";"0,05";"0,03";"0,02";"0,02";"1,01";"0,24";"0,77";"2,94";"2,71";"0,55";"0,47";"0,45";"0,39";"0,28";"0,22";"0,19";"0,15";"0,24";"0,10";"0,06";"0,04";"0,03";"0,08";"0,00";"0,08";"1,69";"1,48";"0,22";"0,26";"0,26";"0,23";"0,16";"0,13";"0,12";"0,10";"0,21";"0,08";"0,06";"0,04";"0,04"
"Nordeste";"Homens";"Preta";"0,22";"0,06";"0,16";"3,19";"2,46";"0,19";"0,22";"0,28";"0,37";"0,38";"0,37";"0,34";"0,31";"0,73";"0,24";"0,20";"0,13";"0,16";"0,33";"0,13";"0,20";"0,84";"0,79";"0,15";"0,14";"0,13";"0,11";"0,09";"0,07";"0,06";"0,04";"0,05";"0,03";"0,01";"0,01";"0,01";"0,47";"0,09";"0,38";"1,76";"1,68";"0,34";"0,30";"0,31";"0,26";"0,18";"0,13";"0,09";"0,07";"0,08";"0,04";"0,02";"0,01";"0,01";"0,03";"0,00";"0,02";"0,44";"0,42";"0,07";"0,08";"0,08";"0,07";"0,05";"0,03";"0,03";"0,02";"0,03";"0,01";"0,01";"0,00";"0,00"
"Nordeste";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Nordeste";"Homens";"Parda";"0,88";"0,24";"0,64";"11,80";"9,19";"0,74";"0,90";"1,13";"1,37";"1,38";"1,35";"1,25";"1,07";"2,62";"0,86";"0,70";"0,49";"0,56";"1,32";"0,55";"0,77";"3,16";"2,95";"0,61";"0,54";"0,51";"0,41";"0,29";"0,24";"0,20";"0,15";"0,21";"0,10";"0,06";"0,03";"0,02";"2,18";"0,50";"1,68";"6,42";"6,11";"1,34";"1,15";"1,10";"0,91";"0,59";"0,44";"0,34";"0,24";"0,30";"0,15";"0,08";"0,04";"0,03";"0,12";"0,01";"0,11";"1,92";"1,78";"0,29";"0,32";"0,32";"0,29";"0,20";"0,15";"0,12";"0,09";"0,15";"0,07";"0,04";"0,02";"0,01"
"Nordeste";"Homens";"Indígena";"0,02";"0,00";"0,01";"0,12";"0,10";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,03";"0,01";"0,01";"0,00";"0,01";"0,01";"0,01";"0,01";"0,03";"0,03";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,02";"0,05";"0,05";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Nordeste";"Mulheres";"Branca";"0,16";"0,04";"0,12";"4,43";"2,80";"0,14";"0,19";"0,27";"0,37";"0,43";"0,46";"0,48";"0,45";"1,64";"0,40";"0,39";"0,31";"0,52";"0,37";"0,17";"0,20";"1,34";"1,14";"0,17";"0,16";"0,17";"0,16";"0,14";"0,13";"0,12";"0,09";"0,20";"0,06";"0,05";"0,03";"0,05";"1,18";"0,31";"0,87";"3,74";"3,34";"0,62";"0,54";"0,55";"0,50";"0,37";"0,31";"0,26";"0,20";"0,40";"0,15";"0,10";"0,06";"0,08";"0,15";"0,01";"0,14";"2,77";"2,45";"0,36";"0,41";"0,41";"0,38";"0,28";"0,23";"0,21";"0,16";"0,33";"0,13";"0,09";"0,06";"0,05"
"Nordeste";"Mulheres";"Preta";"0,11";"0,03";"0,08";"2,71";"1,88";"0,11";"0,13";"0,19";"0,25";"0,28";"0,30";"0,32";"0,30";"0,83";"0,26";"0,22";"0,15";"0,21";"0,25";"0,10";"0,15";"0,79";"0,73";"0,13";"0,11";"0,12";"0,11";"0,09";"0,07";"0,06";"0,04";"0,06";"0,03";"0,02";"0,01";"0,01";"0,55";"0,12";"0,43";"1,94";"1,84";"0,37";"0,33";"0,34";"0,28";"0,20";"0,15";"0,11";"0,07";"0,10";"0,05";"0,03";"0,01";"0,01";"0,04";"0,00";"0,04";"0,73";"0,69";"0,10";"0,12";"0,13";"0,12";"0,08";"0,07";"0,05";"0,03";"0,04";"0,02";"0,01";"0,00";"0,00"
"Nordeste";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,01";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Nordeste";"Mulheres";"Parda";"0,55";"0,14";"0,40";"11,24";"8,12";"0,50";"0,67";"0,91";"1,15";"1,21";"1,27";"1,30";"1,12";"3,12";"0,95";"0,81";"0,58";"0,79";"1,14";"0,47";"0,67";"3,49";"3,23";"0,60";"0,57";"0,54";"0,45";"0,35";"0,29";"0,24";"0,18";"0,26";"0,11";"0,07";"0,04";"0,04";"2,62";"0,63";"1,99";"8,23";"7,80";"1,64";"1,49";"1,40";"1,13";"0,79";"0,59";"0,45";"0,31";"0,43";"0,20";"0,12";"0,06";"0,05";"0,21";"0,01";"0,20";"3,46";"3,21";"0,50";"0,55";"0,58";"0,51";"0,37";"0,29";"0,24";"0,17";"0,25";"0,12";"0,07";"0,03";"0,02"
"Nordeste";"Mulheres";"Indígena";"0,01";"0,00";"0,01";"0,12";"0,09";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,03";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,03";"0,03";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,02";"0,06";"0,06";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Sudeste";"Homens";"Branca";"0,21";"0,05";"0,16";"5,12";"3,28";"0,19";"0,21";"0,27";"0,38";"0,46";"0,57";"0,59";"0,60";"1,84";"0,56";"0,49";"0,36";"0,44";"0,54";"0,22";"0,32";"2,63";"2,17";"0,29";"0,27";"0,27";"0,28";"0,26";"0,27";"0,27";"0,24";"0,47";"0,19";"0,13";"0,07";"0,08";"1,81";"0,46";"1,35";"7,04";"6,27";"1,02";"0,95";"0,96";"0,93";"0,73";"0,63";"0,56";"0,48";"0,77";"0,34";"0,21";"0,11";"0,11";"0,24";"0,01";"0,23";"5,39";"4,62";"0,60";"0,73";"0,77";"0,74";"0,54";"0,45";"0,42";"0,37";"0,77";"0,30";"0,22";"0,13";"0,12"
"Sudeste";"Homens";"Preta";"0,11";"0,03";"0,08";"1,75";"1,32";"0,10";"0,11";"0,13";"0,18";"0,19";"0,21";"0,20";"0,19";"0,43";"0,16";"0,12";"0,07";"0,08";"0,23";"0,08";"0,15";"0,84";"0,77";"0,14";"0,12";"0,12";"0,11";"0,09";"0,08";"0,07";"0,05";"0,07";"0,04";"0,02";"0,01";"0,01";"0,42";"0,09";"0,33";"1,75";"1,66";"0,31";"0,29";"0,29";"0,26";"0,19";"0,14";"0,10";"0,07";"0,09";"0,05";"0,02";"0,01";"0,01";"0,03";"0,00";"0,03";"0,52";"0,49";"0,07";"0,09";"0,09";"0,08";"0,06";"0,04";"0,03";"0,02";"0,03";"0,02";"0,01";"0,00";"0,00"
"Sudeste";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,04";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,01";"0,10";"0,07";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,03";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,15";"0,12";"0,01";"0,02";"0,02";"0,02";"0,01";"0,01";"0,01";"0,01";"0,03";"0,01";"0,01";"0,01";"0,01"
"Sudeste";"Homens";"Parda";"0,34";"0,08";"0,25";"5,66";"4,23";"0,30";"0,35";"0,41";"0,57";"0,63";"0,69";"0,67";"0,62";"1,42";"0,52";"0,39";"0,25";"0,26";"0,75";"0,28";"0,47";"2,71";"2,46";"0,42";"0,38";"0,37";"0,34";"0,28";"0,26";"0,23";"0,18";"0,26";"0,12";"0,07";"0,03";"0,03";"1,54";"0,37";"1,18";"5,51";"5,22";"0,97";"0,90";"0,90";"0,82";"0,59";"0,45";"0,33";"0,24";"0,30";"0,15";"0,08";"0,04";"0,03";"0,11";"0,01";"0,10";"1,68";"1,57";"0,24";"0,28";"0,30";"0,26";"0,18";"0,13";"0,10";"0,08";"0,11";"0,05";"0,03";"0,02";"0,01"
"Sudeste";"Homens";"Indígena";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Sudeste";"Mulheres";"Branca";"0,14";"0,04";"0,10";"6,07";"3,26";"0,12";"0,15";"0,21";"0,33";"0,45";"0,59";"0,67";"0,73";"2,81";"0,73";"0,68";"0,55";"0,86";"0,43";"0,19";"0,24";"2,86";"2,18";"0,23";"0,23";"0,25";"0,28";"0,28";"0,30";"0,32";"0,29";"0,68";"0,23";"0,17";"0,12";"0,16";"1,94";"0,51";"1,44";"7,96";"6,92";"1,03";"0,99";"1,05";"1,05";"0,84";"0,74";"0,65";"0,55";"1,04";"0,41";"0,27";"0,16";"0,19";"0,36";"0,02";"0,35";"7,32";"6,40";"0,85";"0,99";"1,05";"1,03";"0,76";"0,63";"0,59";"0,50";"0,92";"0,38";"0,27";"0,15";"0,13"
"Sudeste";"Mulheres";"Preta";"0,07";"0,02";"0,05";"1,72";"1,12";"0,06";"0,07";"0,09";"0,13";"0,16";"0,19";"0,20";"0,21";"0,60";"0,19";"0,16";"0,11";"0,14";"0,17";"0,06";"0,10";"0,78";"0,68";"0,10";"0,10";"0,10";"0,09";"0,08";"0,08";"0,07";"0,06";"0,10";"0,04";"0,03";"0,01";"0,01";"0,44";"0,10";"0,34";"1,77";"1,66";"0,30";"0,28";"0,29";"0,26";"0,19";"0,14";"0,11";"0,09";"0,11";"0,05";"0,03";"0,01";"0,01";"0,05";"0,00";"0,04";"0,74";"0,70";"0,11";"0,12";"0,13";"0,12";"0,08";"0,06";"0,05";"0,04";"0,04";"0,02";"0,01";"0,01";"0,00"
"Sudeste";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,06";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04";"0,01";"0,01";"0,01";"0,02";"0,00";"0,00";"0,00";"0,03";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,01";"0,02";"0,01";"0,01";"0,10";"0,07";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,03";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,17";"0,14";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,01";"0,03";"0,01";"0,01";"0,01";"0,00"
"Sudeste";"Mulheres";"Parda";"0,21";"0,06";"0,16";"5,75";"3,90";"0,19";"0,24";"0,32";"0,47";"0,57";"0,68";"0,72";"0,71";"1,86";"0,62";"0,49";"0,33";"0,41";"0,57";"0,22";"0,35";"2,61";"2,31";"0,34";"0,32";"0,33";"0,33";"0,29";"0,26";"0,24";"0,20";"0,30";"0,14";"0,08";"0,04";"0,04";"1,64";"0,41";"1,23";"5,98";"5,65";"1,04";"0,99";"0,97";"0,88";"0,63";"0,50";"0,37";"0,27";"0,33";"0,17";"0,08";"0,04";"0,03";"0,17";"0,01";"0,16";"2,39";"2,25";"0,36";"0,40";"0,42";"0,37";"0,25";"0,19";"0,15";"0,11";"0,14";"0,07";"0,04";"0,02";"0,01"
"Sudeste";"Mulheres";"Indígena";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Sul";"Homens";"Branca";"0,41";"0,10";"0,30";"9,62";"6,33";"0,38";"0,40";"0,48";"0,69";"0,87";"1,11";"1,21";"1,19";"3,30";"1,09";"0,92";"0,62";"0,66";"1,06";"0,42";"0,64";"4,59";"3,99";"0,58";"0,56";"0,54";"0,51";"0,46";"0,46";"0,48";"0,40";"0,60";"0,27";"0,16";"0,09";"0,08";"2,49";"0,58";"1,91";"9,84";"9,03";"1,57";"1,47";"1,47";"1,34";"1,00";"0,85";"0,75";"0,58";"0,81";"0,39";"0,22";"0,11";"0,08";"0,30";"0,01";"0,28";"6,09";"5,43";"0,76";"0,93";"0,95";"0,89";"0,62";"0,48";"0,43";"0,36";"0,66";"0,27";"0,19";"0,11";"0,09"
