"Tabela 96 - Mulheres de 10 anos ou mais de idade, total e que tiveram filhos, e os filhos tidos pelas mulheres de 10 anos ou mais de idade, os nascidos vivos, os nascidos vivos no período de referência de 12 meses, os nascidos mortos e os que estavam vivos na data de referência, segundo a situação do domicílio, a cor ou raça, o estado civil, o nível de instrução e os grupos de idade das mulheres"
"Variável - Mulheres de 10 anos ou mais de idade que tiveram filhos (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"Ano x Situação do domicílio x Cor ou raça x Estado civil"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"2010"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"Total";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Urbana";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Rural"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"Branca";;;;;"Preta";;;;;"Amarela";;;;;"Parda";;;;;"Indígena";;;;;"Sem declaração";;;;;"Branca";;;;;"Preta";;;;;"Amarela";;;;;"Parda";;;;;"Indígena";;;;;"Sem declaração";;;;;"Branca";;;;;"Preta";;;;;"Amarela";;;;;"Parda";;;;;"Indígena";;;;;"Sem declaração"
"Brasil, Grande Região e Unidade da Federação";"Nível de instrução";"Grupos de idade das mulheres";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira";"Casada";"Desquitada ou separada judicialmente";"Divorciada";"Viúva";"Solteira"
"Norte";"Superior completo";"70 anos ou mais";"710";"74";"91";"962";"67";"54";"10";"12";"41";"-";"39";"-";"-";"40";"-";"419";"36";"53";"661";"128";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"698";"74";"91";"962";"66";"54";"10";"12";"41";"-";"39";"-";"-";"37";"-";"396";"36";"53";"647";"128";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"23";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"15 a 19 anos";"46";"-";"-";"-";"256";"-";"-";"-";"-";"81";"-";"-";"-";"-";"32";"76";"13";"-";"-";"811";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-";"38";"-";"-";"-";"234";"-";"-";"-";"-";"81";"-";"-";"-";"-";"15";"64";"-";"-";"-";"678";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"17";"12";"13";"-";"-";"134";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"20 a 24 anos";"131";"13";"-";"-";"355";"55";"7";"-";"-";"176";"-";"-";"-";"-";"25";"245";"-";"7";"-";"1339";"20";"-";"-";"-";"8";"-";"-";"-";"-";"-";"58";"-";"-";"-";"321";"46";"7";"-";"-";"140";"-";"-";"-";"-";"12";"181";"-";"7";"-";"1024";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72";"13";"-";"-";"33";"9";"-";"-";"-";"36";"-";"-";"-";"-";"12";"64";"-";"-";"-";"315";"20";"-";"-";"-";"8";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"25 a 29 anos";"209";"13";"35";"-";"336";"25";"1";"-";"3";"168";"11";"-";"-";"-";"68";"618";"33";"23";"-";"1223";"34";"4";"-";"-";"17";"-";"-";"-";"-";"-";"118";"7";"35";"-";"304";"25";"1";"-";"3";"133";"11";"-";"-";"-";"42";"528";"24";"23";"-";"1042";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"91";"6";"-";"-";"32";"-";"-";"-";"-";"35";"-";"-";"-";"-";"26";"90";"9";"-";"-";"181";"34";"-";"-";"-";"17";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"30 a 34 anos";"225";"-";"23";"-";"332";"26";"10";"-";"-";"58";"-";"-";"-";"-";"12";"620";"15";"10";"51";"854";"39";"-";"-";"-";"16";"-";"-";"-";"-";"-";"160";"-";"23";"-";"301";"26";"10";"-";"-";"52";"-";"-";"-";"-";"12";"531";"15";"10";"34";"696";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66";"-";"-";"-";"30";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"89";"-";"-";"17";"158";"8";"-";"-";"-";"16";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"35 a 39 anos";"119";"-";"13";"-";"195";"19";"-";"-";"-";"40";"27";"-";"8";"-";"24";"396";"26";"48";"12";"430";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"119";"-";"13";"-";"184";"19";"-";"-";"-";"29";"27";"-";"8";"-";"12";"318";"26";"34";"12";"366";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"11";"-";"-";"-";"-";"13";"78";"-";"14";"-";"64";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"40 a 44 anos";"159";"19";"3";"-";"80";"17";"-";"-";"-";"68";"5";"-";"-";"-";"20";"299";"22";"38";"-";"227";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"140";"19";"3";"-";"80";"17";"-";"-";"-";"68";"5";"-";"-";"-";"20";"242";"22";"38";"-";"202";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"45 a 49 anos";"145";"17";"21";"-";"97";"-";"-";"5";"-";"-";"-";"11";"-";"-";"-";"185";"-";"45";"-";"215";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"137";"17";"21";"-";"97";"-";"-";"5";"-";"-";"-";"11";"-";"-";"-";"185";"-";"39";"-";"195";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"20";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"50 a 54 anos";"28";"2";"15";"18";"28";"6";"-";"-";"-";"2";"-";"-";"-";"-";"-";"173";"27";"27";"-";"112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"15";"18";"28";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"158";"27";"27";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"55 a 59 anos";"42";"-";"-";"-";"-";"-";"-";"-";"9";"-";"17";"-";"-";"-";"-";"80";"-";"15";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-";"9";"-";"17";"-";"-";"-";"-";"80";"-";"15";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"60 a 64 anos";"-";"-";"-";"11";"26";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"85";"26";"6";"13";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"26";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"72";"26";"6";"5";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"65 a 69 anos";"12";"-";"-";"28";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"37";"-";"24";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"28";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"31";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Não determinado";"70 anos ou mais";"21";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"8";"113";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"8";"108";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"15 a 19 anos";"5129";"148";"87";"93";"38073";"1441";"66";"63";"112";"18828";"305";"-";"23";"-";"2705";"13801";"469";"210";"332";"125040";"274";"-";"-";"-";"1354";"-";"-";"-";"-";"-";"3077";"81";"62";"76";"25879";"828";"52";"50";"98";"13014";"134";"-";"-";"-";"1833";"7971";"311";"150";"192";"80219";"98";"-";"-";"-";"481";"-";"-";"-";"-";"-";"2053";"66";"25";"16";"12194";"613";"13";"13";"14";"5813";"171";"-";"23";"-";"872";"5830";"158";"59";"140";"44821";"175";"-";"-";"-";"873";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"20 a 24 anos";"22223";"618";"469";"451";"82932";"7071";"261";"110";"191";"42907";"1278";"47";"58";"46";"5735";"59445";"1784";"1284";"1148";"266655";"470";"8";"-";"26";"2286";"-";"-";"-";"-";"-";"12024";"419";"359";"305";"54838";"4321";"212";"82";"165";"29905";"750";"34";"43";"46";"3776";"30830";"1313";"905";"773";"167660";"174";"8";"-";"17";"856";"-";"-";"-";"-";"-";"10199";"198";"110";"146";"28093";"2750";"50";"27";"26";"13002";"528";"13";"15";"-";"1959";"28615";"471";"379";"376";"98995";"295";"-";"-";"9";"1431";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"25 a 29 anos";"45358";"1300";"1648";"1033";"102009";"13787";"544";"459";"471";"52975";"2858";"73";"84";"83";"6614";"114682";"3556";"3325";"2885";"321403";"818";"11";"4";"3";"2532";"-";"-";"-";"-";"7";"25385";"848";"1229";"685";"67812";"8139";"424";"402";"317";"36563";"1707";"64";"49";"39";"4224";"60161";"2494";"2624";"1932";"202639";"332";"11";"4";"3";"917";"-";"-";"-";"-";"7";"19974";"451";"420";"348";"34197";"5647";"120";"57";"153";"16411";"1152";"9";"35";"44";"2390";"54521";"1061";"701";"953";"118764";"485";"-";"-";"-";"1615";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"30 a 34 anos";"75262";"2291";"3304";"2718";"109285";"21658";"897";"969";"971";"57451";"3945";"125";"200";"133";"6715";"177305";"6055";"6121";"6432";"331727";"1057";"33";"44";"61";"2702";"-";"-";"-";"-";"-";"44731";"1760";"2698";"1922";"75811";"13691";"708";"831";"706";"40888";"2339";"117";"174";"83";"4667";"97830";"4541";"4854";"4283";"219332";"464";"20";"19";"20";"1098";"-";"-";"-";"-";"-";"30530";"531";"606";"796";"33474";"7967";"189";"138";"266";"16563";"1606";"9";"25";"50";"2047";"79475";"1514";"1267";"2149";"112395";"593";"13";"25";"40";"1605";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"35 a 39 anos";"91651";"4017";"5141";"4964";"94636";"26052";"1132";"1518";"2324";"51046";"4471";"183";"305";"286";"5779";"217263";"8114";"10310";"12418";"278975";"1302";"37";"92";"113";"1958";"-";"-";"-";"-";"-";"56748";"3101";"4478";"3629";"68207";"16778";"883";"1274";"1760";"37822";"2708";"160";"264";"243";"4044";"127115";"6292";"8491";"8886";"189850";"579";"10";"65";"79";"1008";"-";"-";"-";"-";"-";"34903";"916";"663";"1336";"26429";"9275";"249";"244";"565";"13223";"1763";"23";"41";"43";"1734";"90148";"1822";"1819";"3532";"89124";"723";"27";"27";"34";"950";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"40 a 44 anos";"108585";"4879";"7153";"9481";"78334";"33127";"1699";"2246";"3882";"46954";"5633";"188";"239";"534";"4456";"255461";"11231";"14536";"23377";"230683";"1359";"67";"111";"115";"1537";"-";"-";"-";"-";"-";"69579";"3802";"6220";"7234";"57892";"21020";"1343";"1895";"2992";"34357";"3491";"121";"218";"419";"3355";"148716";"8796";"12064";"16324";"159366";"679";"58";"81";"98";"816";"-";"-";"-";"-";"-";"39006";"1077";"933";"2247";"20442";"12108";"356";"350";"889";"12597";"2141";"67";"22";"116";"1100";"106745";"2435";"2471";"7053";"71318";"680";"9";"29";"17";"721";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"45 a 49 anos";"110095";"4992";"8114";"14809";"56146";"35603";"2184";"2173";"6587";"38406";"5470";"301";"317";"619";"3222";"265521";"11839";"15715";"36258";"177248";"1394";"79";"121";"305";"1393";"-";"-";"-";"-";"-";"70528";"4018";"7041";"11469";"42038";"23944";"1793";"1823";"4933";"28956";"3609";"258";"290";"475";"2418";"157852";"9466";"13091";"26430";"123866";"741";"76";"99";"167";"717";"-";"-";"-";"-";"-";"39567";"975";"1073";"3340";"14109";"11659";"391";"350";"1654";"9449";"1861";"43";"26";"144";"804";"107669";"2373";"2623";"9828";"53382";"654";"3";"22";"138";"676";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"50 a 54 anos";"102785";"5259";"6825";"20061";"38576";"37350";"1821";"2615";"9974";"30810";"4682";"316";"380";"934";"2261";"249548";"11402";"14422";"49934";"130391";"1241";"51";"141";"243";"839";"-";"-";"-";"-";"-";"65909";"4287";"5920";"15846";"28502";"24868";"1358";"2225";"7850";"22840";"2714";"276";"321";"770";"1617";"150226";"8980";"12047";"37485";"89599";"798";"46";"96";"157";"510";"-";"-";"-";"-";"-";"36877";"972";"905";"4215";"10075";"12482";"463";"390";"2124";"7970";"1968";"40";"59";"164";"643";"99322";"2422";"2374";"12450";"40791";"443";"4";"44";"86";"329";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"55 a 59 anos";"98921";"4777";"6469";"26381";"30537";"34308";"1818";"2511";"13019";"23387";"4645";"267";"202";"1232";"1618";"228894";"10635";"12948";"65016";"97336";"1198";"94";"65";"595";"776";"-";"-";"-";"-";"-";"64096";"3974";"5660";"20883";"22285";"22670";"1541";"2130";"10039";"16912";"2905";"236";"163";"961";"1172";"139014";"8312";"10949";"48958";"66114";"707";"60";"53";"415";"455";"-";"-";"-";"-";"-";"34825";"803";"809";"5499";"8252";"11638";"277";"380";"2979";"6475";"1740";"32";"39";"270";"445";"89880";"2323";"1999";"16058";"31222";"490";"34";"12";"180";"320";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"60 a 64 anos";"90283";"4205";"5243";"36688";"25246";"28944";"1402";"1734";"16765";"19106";"3891";"136";"238";"1619";"1233";"191369";"9054";"9567";"81468";"73537";"1113";"48";"31";"542";"691";"-";"-";"-";"-";"-";"59523";"3408";"4554";"29032";"18378";"19321";"1111";"1530";"12879";"13724";"2544";"110";"216";"1290";"860";"118911";"7307";"8142";"61584";"49237";"618";"37";"24";"330";"342";"-";"-";"-";"-";"-";"30760";"797";"689";"7656";"6869";"9623";"291";"204";"3885";"5382";"1347";"26";"23";"329";"373";"72458";"1748";"1425";"19883";"24300";"495";"10";"7";"212";"349";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"65 a 69 anos";"72059";"3260";"4058";"43761";"19816";"20466";"1042";"1348";"18371";"14027";"3137";"106";"242";"1881";"1024";"138993";"6123";"6918";"88896";"56252";"755";"80";"32";"711";"644";"-";"-";"-";"-";"-";"47770";"2622";"3610";"34567";"14169";"13811";"837";"1187";"13838";"10091";"1998";"79";"223";"1393";"748";"86645";"4747";"6066";"67041";"37914";"373";"80";"28";"433";"254";"-";"-";"-";"-";"-";"24289";"638";"447";"9193";"5647";"6656";"205";"161";"4533";"3936";"1139";"27";"19";"489";"276";"52348";"1377";"852";"21855";"18338";"382";"-";"4";"278";"389";"-";"-";"-";"-";"-"
"Nordeste";"Sem instrução e fundamental incompleto";"70 anos ou mais";"116551";"4965";"5473";"207444";"37325";"26507";"1577";"1573";"59166";"24274";"4160";"143";"185";"6510";"1562";"183123";"8959";"7973";"310779";"88684";"1100";"83";"95";"2084";"859";"-";"-";"-";"-";"-";"79977";"4163";"4822";"164660";"26488";"17673";"1267";"1419";"45624";"17587";"2783";"125";"155";"4951";"1063";"116978";"7021";"6878";"232762";"58547";"554";"64";"95";"1350";"493";"-";"-";"-";"-";"-";"36574";"802";"651";"42784";"10837";"8834";"310";"154";"13542";"6687";"1377";"18";"30";"1559";"499";"66145";"1938";"1095";"78017";"30136";"546";"20";"-";"735";"366";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"15 a 19 anos";"4368";"138";"78";"55";"19632";"1114";"8";"34";"26";"8089";"308";"4";"-";"12";"1476";"10605";"262";"159";"98";"61389";"53";"-";"-";"-";"449";"-";"-";"-";"-";"-";"3025";"115";"67";"55";"14665";"739";"8";"23";"22";"6335";"212";"4";"-";"12";"1056";"7286";"195";"109";"64";"43582";"49";"-";"-";"-";"224";"-";"-";"-";"-";"-";"1344";"23";"11";"-";"4967";"374";"-";"11";"4";"1754";"96";"-";"-";"-";"420";"3319";"67";"50";"34";"17807";"4";"-";"-";"-";"225";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"20 a 24 anos";"19961";"528";"436";"255";"50546";"5569";"157";"139";"29";"23002";"1330";"52";"21";"48";"3556";"45369";"1138";"1110";"738";"151095";"268";"-";"21";"3";"1075";"-";"-";"-";"-";"-";"14346";"443";"392";"186";"38553";"4060";"111";"123";"29";"18451";"960";"48";"15";"35";"2738";"29879";"858";"961";"586";"110231";"101";"-";"21";"3";"619";"-";"-";"-";"-";"-";"5616";"85";"44";"69";"11993";"1509";"46";"16";"-";"4551";"370";"3";"6";"13";"818";"15491";"279";"149";"153";"40864";"168";"-";"-";"-";"456";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"25 a 29 anos";"29590";"895";"1151";"598";"46018";"8184";"339";"362";"167";"24167";"1609";"6";"58";"36";"3493";"64449";"1980";"2071";"1244";"133106";"392";"-";"-";"6";"768";"-";"-";"-";"-";"-";"21816";"787";"1062";"493";"37184";"6304";"295";"330";"123";"19945";"1251";"-";"40";"34";"2994";"46226";"1715";"1750";"979";"103038";"237";"-";"-";"6";"495";"-";"-";"-";"-";"-";"7773";"107";"89";"105";"8834";"1880";"44";"32";"43";"4222";"358";"6";"18";"3";"499";"18223";"264";"321";"265";"30068";"156";"-";"-";"-";"273";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"30 a 34 anos";"33864";"1269";"1968";"902";"37480";"8336";"307";"595";"349";"18157";"1635";"61";"183";"61";"2395";"67690";"2436";"3569";"2214";"93025";"393";"-";"13";"5";"549";"-";"-";"-";"-";"-";"27031";"1198";"1780";"796";"31306";"6872";"286";"550";"284";"15482";"1225";"58";"175";"61";"2011";"52423";"2145";"3115";"1905";"75330";"252";"-";"13";"-";"401";"-";"-";"-";"-";"-";"6833";"71";"188";"105";"6174";"1464";"21";"45";"65";"2675";"410";"4";"8";"-";"384";"15267";"291";"453";"309";"17695";"141";"-";"-";"5";"148";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"35 a 39 anos";"35252";"1624";"2675";"1392";"27755";"9224";"396";"653";"451";"12604";"2095";"159";"98";"85";"1653";"66410";"2625";"4888";"2930";"66602";"427";"11";"32";"-";"435";"-";"-";"-";"-";"-";"29765";"1527";"2413";"1191";"23912";"7994";"382";"598";"410";"11188";"1829";"142";"94";"72";"1403";"53845";"2361";"4450";"2505";"55930";"300";"11";"32";"-";"323";"-";"-";"-";"-";"-";"5487";"97";"262";"201";"3843";"1230";"14";"55";"41";"1416";"266";"17";"4";"12";"250";"12565";"265";"438";"425";"10672";"127";"-";"-";"-";"112";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"40 a 44 anos";"34791";"1757";"3231";"2239";"19427";"7806";"506";"854";"834";"9192";"1559";"131";"252";"127";"913";"61514";"2807";"5607";"5101";"44766";"281";"38";"88";"10";"296";"-";"-";"-";"-";"-";"29922";"1650";"3053";"2053";"17445";"6734";"454";"792";"773";"8353";"1362";"122";"249";"127";"854";"50626";"2567";"5174";"4485";"38740";"221";"38";"62";"10";"289";"-";"-";"-";"-";"-";"4870";"107";"178";"187";"1981";"1072";"51";"62";"61";"839";"197";"10";"2";"-";"59";"10888";"240";"433";"616";"6027";"60";"-";"26";"-";"7";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"45 a 49 anos";"30559";"1636";"3200";"3002";"12261";"6963";"427";"821";"981";"6260";"1072";"97";"93";"128";"725";"51182";"2848";"6059";"5689";"27519";"272";"4";"34";"53";"210";"-";"-";"-";"-";"-";"26552";"1482";"3013";"2730";"11146";"6084";"383";"787";"864";"5837";"934";"74";"91";"120";"656";"43105";"2618";"5643";"5137";"24060";"186";"-";"34";"53";"185";"-";"-";"-";"-";"-";"4007";"154";"186";"272";"1115";"879";"44";"33";"116";"423";"138";"23";"2";"8";"69";"8077";"231";"416";"552";"3460";"86";"4";"-";"-";"25";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"50 a 54 anos";"21974";"1339";"3244";"4047";"6875";"5313";"363";"585";"1183";"3888";"777";"53";"145";"204";"260";"39368";"1921";"4637";"6874";"15244";"261";"19";"41";"36";"122";"-";"-";"-";"-";"-";"19409";"1269";"3077";"3686";"6239";"4827";"343";"563";"1130";"3591";"662";"53";"131";"188";"242";"33480";"1788";"4450";"6293";"13656";"207";"19";"41";"19";"106";"-";"-";"-";"-";"-";"2565";"70";"167";"361";"636";"485";"20";"23";"53";"297";"115";"-";"15";"16";"18";"5888";"133";"187";"580";"1588";"55";"-";"-";"17";"16";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"55 a 59 anos";"14811";"911";"2171";"3830";"3639";"3615";"361";"420";"1191";"1923";"379";"23";"43";"179";"187";"24764";"1685";"2797";"6891";"8650";"114";"35";"9";"98";"83";"-";"-";"-";"-";"-";"13032";"840";"2132";"3425";"3280";"3198";"322";"393";"1149";"1791";"259";"23";"43";"159";"155";"21050";"1591";"2677";"6268";"7934";"88";"29";"9";"96";"83";"-";"-";"-";"-";"-";"1779";"71";"39";"406";"359";"417";"39";"28";"42";"132";"119";"-";"-";"20";"32";"3714";"94";"119";"623";"716";"26";"5";"-";"2";"-";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"60 a 64 anos";"12022";"735";"1284";"4346";"1783";"1979";"157";"223";"1086";"833";"387";"14";"32";"163";"61";"15183";"702";"1752";"6523";"4373";"100";"13";"21";"43";"67";"-";"-";"-";"-";"-";"10495";"685";"1256";"4170";"1605";"1770";"151";"217";"1031";"803";"332";"14";"32";"144";"61";"13029";"672";"1713";"6016";"4014";"100";"13";"21";"38";"43";"-";"-";"-";"-";"-";"1527";"50";"28";"176";"178";"209";"6";"6";"55";"30";"55";"-";"-";"19";"-";"2154";"30";"40";"507";"359";"-";"-";"-";"5";"24";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"65 a 69 anos";"7115";"543";"976";"4381";"1033";"976";"24";"134";"900";"617";"160";"34";"36";"178";"83";"7856";"500";"1090";"4956";"2191";"80";"23";"13";"48";"27";"-";"-";"-";"-";"-";"6365";"507";"954";"4164";"949";"894";"24";"131";"863";"593";"143";"34";"36";"162";"80";"6725";"482";"1054";"4551";"1987";"80";"23";"13";"48";"22";"-";"-";"-";"-";"-";"750";"37";"22";"217";"84";"82";"-";"3";"37";"24";"17";"-";"-";"16";"3";"1131";"18";"36";"406";"204";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-"
"Nordeste";"Fundamental completo e médio incompleto";"70 anos ou mais";"9636";"282";"1142";"18198";"1322";"1038";"70";"148";"2125";"417";"178";"12";"45";"346";"37";"8482";"387";"923";"13309";"2104";"52";"-";"10";"99";"-";"-";"-";"-";"-";"-";"8780";"265";"1134";"17395";"1253";"956";"70";"142";"1935";"372";"162";"12";"45";"312";"37";"7614";"330";"907";"12421";"1844";"33";"-";"10";"99";"-";"-";"-";"-";"-";"-";"856";"17";"8";"804";"68";"82";"-";"6";"189";"45";"16";"-";"-";"34";"-";"868";"56";"16";"888";"260";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nordeste";"Médio completo e superior incompleto";"15 a 19 anos";"2331";"15";"28";"41";"6380";"364";"9";"-";"-";"2235";"120";"-";"-";"-";"340";"4304";"110";"25";"37";"14749";"5";"-";"-";"-";"83";"-";"-";"-";"-";"-";"1755";"12";"28";"41";"5242";"318";"9";"-";"-";"1909";"103";"-";"-";"-";"283";"3339";"110";"14";"34";"11536";"-";"-";"-";"-";"39";"-";"-";"-";"-";"-";"576";"3";"-";"-";"1138";"45";"-";"-";"-";"326";"17";"-";"-";"-";"58";"965";"-";"11";"3";"3213";"5";"-";"-";"-";"43";"-";"-";"-";"-";"-"
