"Tabela 3193 - Pessoas de 10 anos ou mais de idade, por estado civil, segundo o estado conjugal, a situação do domicílio, o sexo, a cor ou raça e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Ano x Estado civil x Estado conjugal x Situação do domicílio"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"2010"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Casado(a)";;;"Divorciado(a)";;;"Solteiro(a)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";;;"Total";;;"Total"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural"
"Centro-Oeste";"Mulheres";"Branca";"25 a 29 anos";"102224";"93295";"8929";"5603";"5399";"204";"164929";"154576";"10353"
"Centro-Oeste";"Mulheres";"Branca";"30 a 34 anos";"128038";"117623";"10414";"11085";"10630";"455";"114467";"106356";"8112"
"Centro-Oeste";"Mulheres";"Branca";"35 a 39 anos";"127557";"115239";"12318";"14516";"14083";"433";"81001";"74823";"6179"
"Centro-Oeste";"Mulheres";"Branca";"40 a 44 anos";"124307";"111867";"12440";"19321";"18470";"851";"62810";"58287";"4524"
"Centro-Oeste";"Mulheres";"Branca";"45 a 49 anos";"114275";"102030";"12245";"21115";"20447";"667";"45159";"41978";"3181"
"Centro-Oeste";"Mulheres";"Branca";"50 a 54 anos";"93398";"82493";"10905";"17956";"17269";"686";"30376";"28304";"2073"
"Centro-Oeste";"Mulheres";"Branca";"55 a 59 anos";"73644";"64023";"9621";"13248";"12699";"549";"21264";"19805";"1459"
"Centro-Oeste";"Mulheres";"Branca";"60 a 64 anos";"54626";"47636";"6990";"9370";"8941";"430";"13219";"12393";"826"
"Centro-Oeste";"Mulheres";"Branca";"65 a 69 anos";"36005";"30943";"5062";"6043";"5791";"252";"8566";"7944";"622"
"Centro-Oeste";"Mulheres";"Branca";"70 a 74 anos";"23930";"21005";"2925";"2857";"2743";"114";"5869";"5561";"308"
"Centro-Oeste";"Mulheres";"Branca";"75 a 79 anos";"12388";"10921";"1467";"1790";"1737";"52";"3666";"3394";"272"
"Centro-Oeste";"Mulheres";"Branca";"80 anos ou mais";"7090";"6352";"738";"737";"719";"18";"3884";"3703";"181"
"Centro-Oeste";"Mulheres";"Preta";"18 e 19 anos";"1175";"991";"183";"32";"32";"-";"14282";"13178";"1104"
"Centro-Oeste";"Mulheres";"Preta";"20 a 24 anos";"8192";"7484";"708";"204";"192";"13";"34357";"32205";"2152"
"Centro-Oeste";"Mulheres";"Preta";"25 a 29 anos";"13870";"12887";"983";"739";"711";"28";"31286";"29058";"2227"
"Centro-Oeste";"Mulheres";"Preta";"30 a 34 anos";"15445";"14181";"1264";"1394";"1353";"41";"25253";"23396";"1857"
"Centro-Oeste";"Mulheres";"Preta";"35 a 39 anos";"14507";"13121";"1386";"1705";"1656";"49";"18334";"16925";"1409"
"Centro-Oeste";"Mulheres";"Preta";"40 a 44 anos";"13682";"12237";"1446";"2190";"2084";"106";"14650";"13626";"1024"
"Centro-Oeste";"Mulheres";"Preta";"45 a 49 anos";"13604";"12136";"1467";"2241";"2131";"109";"10925";"9971";"954"
"Centro-Oeste";"Mulheres";"Preta";"50 a 54 anos";"11178";"9793";"1384";"1922";"1888";"34";"7631";"6871";"761"
"Centro-Oeste";"Mulheres";"Preta";"55 a 59 anos";"8005";"7044";"961";"1367";"1253";"114";"5110";"4608";"502"
"Centro-Oeste";"Mulheres";"Preta";"60 a 64 anos";"5393";"4717";"676";"995";"964";"31";"3136";"2819";"317"
"Centro-Oeste";"Mulheres";"Preta";"65 a 69 anos";"3537";"3066";"471";"704";"690";"13";"2178";"1978";"200"
"Centro-Oeste";"Mulheres";"Preta";"70 a 74 anos";"2433";"2150";"283";"384";"379";"5";"1323";"1213";"110"
"Centro-Oeste";"Mulheres";"Preta";"75 a 79 anos";"1153";"1035";"118";"47";"43";"3";"903";"838";"64"
"Centro-Oeste";"Mulheres";"Preta";"80 anos ou mais";"621";"530";"91";"49";"47";"3";"1026";"927";"98"
"Centro-Oeste";"Mulheres";"Amarela";"18 e 19 anos";"605";"580";"25";"22";"19";"3";"4190";"3950";"240"
"Centro-Oeste";"Mulheres";"Amarela";"20 a 24 anos";"3099";"2954";"146";"62";"57";"5";"9280";"8672";"608"
"Centro-Oeste";"Mulheres";"Amarela";"25 a 29 anos";"5335";"5029";"306";"312";"301";"11";"8119";"7638";"481"
"Centro-Oeste";"Mulheres";"Amarela";"30 a 34 anos";"5958";"5589";"369";"547";"524";"23";"5061";"4788";"273"
"Centro-Oeste";"Mulheres";"Amarela";"35 a 39 anos";"5157";"4759";"398";"671";"652";"19";"3624";"3414";"210"
"Centro-Oeste";"Mulheres";"Amarela";"40 a 44 anos";"4348";"4051";"297";"726";"699";"27";"2206";"2049";"157"
"Centro-Oeste";"Mulheres";"Amarela";"45 a 49 anos";"4068";"3792";"275";"810";"797";"13";"1989";"1887";"103"
"Centro-Oeste";"Mulheres";"Amarela";"50 a 54 anos";"2692";"2378";"314";"494";"468";"26";"1176";"1095";"81"
"Centro-Oeste";"Mulheres";"Amarela";"55 a 59 anos";"2229";"2007";"222";"345";"333";"12";"721";"698";"23"
"Centro-Oeste";"Mulheres";"Amarela";"60 a 64 anos";"1422";"1295";"127";"220";"218";"2";"491";"472";"19"
"Centro-Oeste";"Mulheres";"Amarela";"65 a 69 anos";"878";"757";"121";"155";"140";"16";"299";"285";"14"
"Centro-Oeste";"Mulheres";"Amarela";"70 a 74 anos";"899";"824";"75";"44";"42";"2";"168";"158";"10"
"Centro-Oeste";"Mulheres";"Amarela";"75 a 79 anos";"396";"333";"63";"35";"35";"-";"122";"122";"-"
"Centro-Oeste";"Mulheres";"Amarela";"80 anos ou mais";"160";"150";"11";"36";"36";"-";"39";"35";"4"
"Centro-Oeste";"Mulheres";"Parda";"18 e 19 anos";"11418";"9940";"1478";"190";"175";"15";"115341";"105236";"10105"
"Centro-Oeste";"Mulheres";"Parda";"20 a 24 anos";"64887";"57450";"7437";"2115";"1924";"190";"256037";"235164";"20872"
"Centro-Oeste";"Mulheres";"Parda";"25 a 29 anos";"108904";"97329";"11575";"6245";"5977";"268";"206571";"187878";"18694"
"Centro-Oeste";"Mulheres";"Parda";"30 a 34 anos";"133532";"119102";"14430";"11081";"10464";"617";"164128";"149264";"14864"
"Centro-Oeste";"Mulheres";"Parda";"35 a 39 anos";"130349";"115790";"14559";"14704";"13900";"804";"121887";"109674";"12213"
"Centro-Oeste";"Mulheres";"Parda";"40 a 44 anos";"125468";"110525";"14943";"17973";"17017";"956";"86998";"78409";"8589"
"Centro-Oeste";"Mulheres";"Parda";"45 a 49 anos";"107567";"93033";"14534";"18578";"17654";"925";"60418";"54306";"6112"
"Centro-Oeste";"Mulheres";"Parda";"50 a 54 anos";"87173";"75029";"12145";"15035";"14067";"968";"40418";"36767";"3651"
"Centro-Oeste";"Mulheres";"Parda";"55 a 59 anos";"65435";"54802";"10632";"11524";"10943";"582";"25867";"23496";"2371"
"Centro-Oeste";"Mulheres";"Parda";"60 a 64 anos";"44893";"38131";"6762";"7611";"7197";"414";"15930";"14372";"1558"
"Centro-Oeste";"Mulheres";"Parda";"65 a 69 anos";"28079";"23289";"4790";"4416";"4225";"191";"9793";"8880";"912"
"Centro-Oeste";"Mulheres";"Parda";"70 a 74 anos";"17204";"14825";"2379";"2332";"2230";"103";"5932";"5428";"503"
"Centro-Oeste";"Mulheres";"Parda";"75 a 79 anos";"7711";"6510";"1201";"978";"898";"80";"3288";"3031";"257"
"Centro-Oeste";"Mulheres";"Parda";"80 anos ou mais";"4200";"3693";"508";"351";"345";"5";"3222";"2879";"343"
"Centro-Oeste";"Mulheres";"Indígena";"18 e 19 anos";"435";"105";"330";"11";"-";"11";"2115";"598";"1517"
"Centro-Oeste";"Mulheres";"Indígena";"20 a 24 anos";"1466";"376";"1090";"45";"13";"33";"4546";"1572";"2974"
"Centro-Oeste";"Mulheres";"Indígena";"25 a 29 anos";"1827";"433";"1394";"35";"22";"13";"3030";"1028";"2001"
"Centro-Oeste";"Mulheres";"Indígena";"30 a 34 anos";"1663";"543";"1120";"35";"35";"-";"2706";"1108";"1599"
"Centro-Oeste";"Mulheres";"Indígena";"35 a 39 anos";"1421";"540";"881";"118";"74";"44";"1767";"734";"1033"
"Centro-Oeste";"Mulheres";"Indígena";"40 a 44 anos";"1177";"515";"662";"52";"43";"9";"1245";"599";"646"
"Centro-Oeste";"Mulheres";"Indígena";"45 a 49 anos";"1003";"400";"603";"154";"136";"17";"1185";"612";"573"
"Centro-Oeste";"Mulheres";"Indígena";"50 a 54 anos";"837";"402";"435";"92";"76";"17";"569";"237";"333"
"Centro-Oeste";"Mulheres";"Indígena";"55 a 59 anos";"785";"502";"284";"130";"93";"37";"497";"250";"247"
"Centro-Oeste";"Mulheres";"Indígena";"60 a 64 anos";"555";"386";"169";"99";"99";"-";"337";"87";"250"
"Centro-Oeste";"Mulheres";"Indígena";"65 a 69 anos";"361";"162";"199";"50";"50";"-";"488";"163";"325"
"Centro-Oeste";"Mulheres";"Indígena";"70 a 74 anos";"260";"176";"83";"20";"20";"-";"252";"60";"192"
"Centro-Oeste";"Mulheres";"Indígena";"75 a 79 anos";"53";"21";"32";"15";"10";"6";"223";"33";"190"
"Centro-Oeste";"Mulheres";"Indígena";"80 anos ou mais";"199";"58";"140";"10";"7";"3";"337";"111";"226"
"Centro-Oeste";"Mulheres";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"22";"17";"5"
"Centro-Oeste";"Mulheres";"Sem declaração";"20 a 24 anos";"3";"3";"-";"-";"-";"-";"67";"67";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"25 a 29 anos";"63";"57";"6";"-";"-";"-";"105";"105";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"30 a 34 anos";"57";"51";"5";"-";"-";"-";"99";"99";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"35 a 39 anos";"40";"10";"29";"-";"-";"-";"70";"70";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"40 a 44 anos";"28";"23";"5";"14";"14";"-";"47";"47";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"45 a 49 anos";"5";"5";"-";"-";"-";"-";"40";"40";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"50 a 54 anos";"14";"14";"-";"-";"-";"-";"61";"61";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"55 a 59 anos";"-";"-";"-";"-";"-";"-";"29";"29";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"60 a 64 anos";"13";"13";"-";"-";"-";"-";"-";"-";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"6";"6";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Branca";"18 e 19 anos";"186";"124";"62";"-";"-";"-";"9911";"7136";"2775"
"Rondônia";"Homens";"Branca";"20 a 24 anos";"3277";"2209";"1069";"90";"72";"18";"21898";"17049";"4850"
"Rondônia";"Homens";"Branca";"25 a 29 anos";"7362";"5396";"1966";"274";"222";"52";"16294";"12538";"3756"
"Rondônia";"Homens";"Branca";"30 a 34 anos";"9955";"7100";"2854";"475";"407";"68";"11232";"8532";"2699"
"Rondônia";"Homens";"Branca";"35 a 39 anos";"10199";"7061";"3138";"843";"719";"124";"8548";"6381";"2166"
"Rondônia";"Homens";"Branca";"40 a 44 anos";"11233";"7593";"3640";"1024";"858";"165";"5966";"4545";"1421"
"Rondônia";"Homens";"Branca";"45 a 49 anos";"11393";"7768";"3625";"1226";"949";"277";"4123";"3109";"1013"
"Rondônia";"Homens";"Branca";"50 a 54 anos";"9866";"6606";"3259";"1189";"894";"295";"2702";"1977";"725"
"Rondônia";"Homens";"Branca";"55 a 59 anos";"7206";"4263";"2942";"985";"677";"308";"1583";"1155";"428"
"Rondônia";"Homens";"Branca";"60 a 64 anos";"5660";"3572";"2088";"465";"347";"117";"1030";"711";"319"
"Rondônia";"Homens";"Branca";"65 a 69 anos";"4364";"2885";"1479";"418";"341";"77";"595";"446";"148"
"Rondônia";"Homens";"Branca";"70 a 74 anos";"2873";"1758";"1115";"187";"145";"42";"349";"232";"117"
"Rondônia";"Homens";"Branca";"75 a 79 anos";"1743";"1133";"610";"208";"154";"54";"251";"175";"76"
"Rondônia";"Homens";"Branca";"80 anos ou mais";"1431";"1108";"323";"112";"101";"10";"228";"150";"78"
"Rondônia";"Homens";"Preta";"18 e 19 anos";"23";"19";"5";"7";"7";"-";"2036";"1551";"485"
"Rondônia";"Homens";"Preta";"20 a 24 anos";"741";"568";"173";"22";"22";"-";"5367";"4176";"1191"
"Rondônia";"Homens";"Preta";"25 a 29 anos";"1528";"1186";"342";"67";"62";"5";"4716";"3708";"1008"
"Rondônia";"Homens";"Preta";"30 a 34 anos";"1985";"1510";"475";"149";"113";"36";"3737";"2699";"1038"
"Rondônia";"Homens";"Preta";"35 a 39 anos";"2263";"1580";"683";"225";"174";"51";"2744";"2037";"706"
"Rondônia";"Homens";"Preta";"40 a 44 anos";"2637";"1905";"732";"215";"183";"32";"2289";"1752";"538"
"Rondônia";"Homens";"Preta";"45 a 49 anos";"2320";"1606";"714";"161";"130";"30";"1648";"1135";"514"
"Rondônia";"Homens";"Preta";"50 a 54 anos";"1879";"1270";"609";"231";"179";"52";"1128";"842";"286"
"Rondônia";"Homens";"Preta";"55 a 59 anos";"1494";"915";"579";"207";"183";"24";"570";"390";"179"
"Rondônia";"Homens";"Preta";"60 a 64 anos";"1249";"835";"414";"92";"87";"4";"408";"263";"144"
"Rondônia";"Homens";"Preta";"65 a 69 anos";"961";"537";"424";"61";"56";"6";"313";"197";"116"
"Rondônia";"Homens";"Preta";"70 a 74 anos";"593";"351";"242";"94";"81";"14";"210";"160";"49"
"Rondônia";"Homens";"Preta";"75 a 79 anos";"452";"220";"232";"14";"9";"5";"156";"103";"53"
"Rondônia";"Homens";"Preta";"80 anos ou mais";"335";"246";"89";"10";"10";"-";"62";"23";"40"
"Rondônia";"Homens";"Amarela";"18 e 19 anos";"11";"11";"-";"-";"-";"-";"459";"407";"52"
"Rondônia";"Homens";"Amarela";"20 a 24 anos";"168";"138";"30";"-";"-";"-";"986";"824";"161"
"Rondônia";"Homens";"Amarela";"25 a 29 anos";"266";"226";"40";"10";"10";"-";"756";"646";"111"
"Rondônia";"Homens";"Amarela";"30 a 34 anos";"388";"258";"130";"21";"21";"-";"408";"327";"81"
"Rondônia";"Homens";"Amarela";"35 a 39 anos";"318";"230";"89";"39";"21";"18";"353";"290";"63"
"Rondônia";"Homens";"Amarela";"40 a 44 anos";"346";"246";"101";"31";"31";"-";"291";"222";"69"
"Rondônia";"Homens";"Amarela";"45 a 49 anos";"348";"243";"105";"49";"40";"9";"162";"153";"9"
"Rondônia";"Homens";"Amarela";"50 a 54 anos";"396";"314";"82";"46";"43";"3";"163";"80";"83"
"Rondônia";"Homens";"Amarela";"55 a 59 anos";"173";"92";"81";"46";"34";"11";"50";"15";"35"
"Rondônia";"Homens";"Amarela";"60 a 64 anos";"108";"78";"30";"21";"21";"-";"61";"47";"14"
"Rondônia";"Homens";"Amarela";"65 a 69 anos";"126";"78";"48";"24";"24";"-";"17";"17";"-"
"Rondônia";"Homens";"Amarela";"70 a 74 anos";"101";"75";"26";"11";"11";"-";"21";"18";"3"
"Rondônia";"Homens";"Amarela";"75 a 79 anos";"68";"48";"20";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Amarela";"80 anos ou mais";"43";"30";"13";"-";"-";"-";"11";"11";"-"
"Rondônia";"Homens";"Parda";"18 e 19 anos";"369";"288";"81";"21";"19";"2";"16812";"12355";"4457"
"Rondônia";"Homens";"Parda";"20 a 24 anos";"4589";"3322";"1267";"148";"124";"24";"37810";"29365";"8445"
"Rondônia";"Homens";"Parda";"25 a 29 anos";"9854";"7372";"2482";"338";"298";"39";"30107";"22849";"7259"
"Rondônia";"Homens";"Parda";"30 a 34 anos";"13327";"9508";"3819";"725";"665";"61";"22446";"17202";"5244"
"Rondônia";"Homens";"Parda";"35 a 39 anos";"13888";"9801";"4087";"904";"715";"189";"16348";"12278";"4070"
"Rondônia";"Homens";"Parda";"40 a 44 anos";"14771";"10124";"4647";"1145";"862";"283";"12347";"9154";"3192"
"Rondônia";"Homens";"Parda";"45 a 49 anos";"13802";"9413";"4389";"1263";"980";"282";"8992";"6491";"2501"
"Rondônia";"Homens";"Parda";"50 a 54 anos";"11134";"7457";"3677";"1400";"1147";"253";"5545";"4050";"1495"
"Rondônia";"Homens";"Parda";"55 a 59 anos";"9715";"5818";"3897";"1112";"767";"345";"3055";"2201";"854"
"Rondônia";"Homens";"Parda";"60 a 64 anos";"6824";"4263";"2561";"764";"585";"180";"1913";"1235";"678"
"Rondônia";"Homens";"Parda";"65 a 69 anos";"4718";"2876";"1842";"392";"287";"105";"1008";"707";"302"
"Rondônia";"Homens";"Parda";"70 a 74 anos";"3354";"1987";"1367";"263";"211";"52";"870";"517";"353"
"Rondônia";"Homens";"Parda";"75 a 79 anos";"1952";"1202";"751";"147";"97";"50";"428";"298";"130"
"Rondônia";"Homens";"Parda";"80 anos ou mais";"1558";"1123";"435";"79";"67";"12";"356";"218";"138"
"Rondônia";"Homens";"Indígena";"18 e 19 anos";"12";"-";"12";"-";"-";"-";"267";"50";"217"
"Rondônia";"Homens";"Indígena";"20 a 24 anos";"157";"-";"157";"-";"-";"-";"402";"110";"292"
"Rondônia";"Homens";"Indígena";"25 a 29 anos";"125";"33";"92";"-";"-";"-";"305";"118";"187"
"Rondônia";"Homens";"Indígena";"30 a 34 anos";"121";"46";"76";"-";"-";"-";"266";"82";"184"
"Rondônia";"Homens";"Indígena";"35 a 39 anos";"200";"32";"168";"18";"18";"-";"166";"63";"103"
"Rondônia";"Homens";"Indígena";"40 a 44 anos";"86";"47";"39";"-";"-";"-";"198";"55";"144"
"Rondônia";"Homens";"Indígena";"45 a 49 anos";"98";"11";"87";"5";"-";"5";"142";"50";"92"
"Rondônia";"Homens";"Indígena";"50 a 54 anos";"39";"17";"22";"5";"5";"-";"89";"23";"65"
"Rondônia";"Homens";"Indígena";"55 a 59 anos";"61";"21";"40";"-";"-";"-";"42";"1";"41"
"Rondônia";"Homens";"Indígena";"60 a 64 anos";"100";"29";"71";"-";"-";"-";"52";"-";"52"
"Rondônia";"Homens";"Indígena";"65 a 69 anos";"58";"-";"58";"-";"-";"-";"9";"7";"2"
"Rondônia";"Homens";"Indígena";"70 a 74 anos";"25";"9";"16";"-";"-";"-";"15";"2";"13"
"Rondônia";"Homens";"Indígena";"75 a 79 anos";"38";"-";"38";"-";"-";"-";"21";"11";"10"
"Rondônia";"Homens";"Indígena";"80 anos ou mais";"22";"7";"15";"-";"-";"-";"35";"28";"7"
"Rondônia";"Homens";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"33";"-";"33"
"Rondônia";"Homens";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"367";"12";"354"
"Rondônia";"Homens";"Sem declaração";"25 a 29 anos";"-";"-";"-";"-";"-";"-";"605";"9";"597"
"Rondônia";"Homens";"Sem declaração";"30 a 34 anos";"-";"-";"-";"-";"-";"-";"260";"-";"260"
"Rondônia";"Homens";"Sem declaração";"35 a 39 anos";"-";"-";"-";"-";"-";"-";"163";"-";"163"
"Rondônia";"Homens";"Sem declaração";"40 a 44 anos";"12";"12";"-";"-";"-";"-";"152";"-";"152"
"Rondônia";"Homens";"Sem declaração";"45 a 49 anos";"-";"-";"-";"-";"-";"-";"81";"-";"81"
"Rondônia";"Homens";"Sem declaração";"50 a 54 anos";"-";"-";"-";"-";"-";"-";"15";"-";"15"
"Rondônia";"Homens";"Sem declaração";"55 a 59 anos";"10";"10";"-";"-";"-";"-";"44";"-";"44"
"Rondônia";"Homens";"Sem declaração";"60 a 64 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Branca";"18 e 19 anos";"1359";"897";"462";"11";"-";"11";"9011";"7156";"1855"
"Rondônia";"Mulheres";"Branca";"20 a 24 anos";"6460";"4461";"1999";"234";"203";"31";"18476";"15492";"2984"
"Rondônia";"Mulheres";"Branca";"25 a 29 anos";"10433";"7420";"3012";"707";"617";"90";"13839";"11474";"2365"
"Rondônia";"Mulheres";"Branca";"30 a 34 anos";"11424";"8180";"3244";"995";"878";"117";"10259";"8445";"1814"
"Rondônia";"Mulheres";"Branca";"35 a 39 anos";"11766";"8351";"3415";"1357";"1229";"128";"7242";"6014";"1227"
"Rondônia";"Mulheres";"Branca";"40 a 44 anos";"11127";"7948";"3179";"1652";"1392";"260";"5142";"4370";"772"
"Rondônia";"Mulheres";"Branca";"45 a 49 anos";"10159";"6969";"3190";"1364";"1233";"132";"2917";"2498";"418"
"Rondônia";"Mulheres";"Branca";"50 a 54 anos";"8125";"5301";"2824";"1337";"1151";"186";"2177";"1904";"274"
"Rondônia";"Mulheres";"Branca";"55 a 59 anos";"6188";"4032";"2156";"879";"774";"105";"1216";"1066";"150"
"Rondônia";"Mulheres";"Branca";"60 a 64 anos";"4283";"2861";"1423";"476";"390";"86";"669";"604";"65"
"Rondônia";"Mulheres";"Branca";"65 a 69 anos";"3072";"1889";"1183";"257";"234";"23";"334";"264";"70"
"Rondônia";"Mulheres";"Branca";"70 a 74 anos";"1859";"1323";"536";"119";"97";"22";"312";"272";"40"
"Rondônia";"Mulheres";"Branca";"75 a 79 anos";"943";"656";"288";"92";"79";"13";"164";"138";"27"
"Rondônia";"Mulheres";"Branca";"80 anos ou mais";"460";"347";"113";"39";"39";"-";"158";"123";"34"
"Rondônia";"Mulheres";"Preta";"18 e 19 anos";"213";"179";"34";"7";"7";"-";"1476";"1234";"242"
"Rondônia";"Mulheres";"Preta";"20 a 24 anos";"959";"731";"228";"22";"22";"-";"3754";"3060";"695"
"Rondônia";"Mulheres";"Preta";"25 a 29 anos";"1423";"984";"439";"110";"96";"14";"3027";"2428";"599"
"Rondônia";"Mulheres";"Preta";"30 a 34 anos";"1551";"1141";"410";"81";"68";"13";"2572";"2208";"364"
"Rondônia";"Mulheres";"Preta";"35 a 39 anos";"1650";"1196";"454";"188";"168";"20";"1961";"1502";"459"
"Rondônia";"Mulheres";"Preta";"40 a 44 anos";"1558";"1131";"427";"142";"130";"11";"1422";"1181";"241"
"Rondônia";"Mulheres";"Preta";"45 a 49 anos";"1513";"982";"532";"296";"260";"35";"1058";"908";"151"
"Rondônia";"Mulheres";"Preta";"50 a 54 anos";"1234";"786";"448";"223";"194";"30";"675";"562";"113"
"Rondônia";"Mulheres";"Preta";"55 a 59 anos";"945";"546";"399";"150";"123";"27";"546";"386";"160"
"Rondônia";"Mulheres";"Preta";"60 a 64 anos";"786";"525";"260";"27";"17";"10";"270";"205";"66"
"Rondônia";"Mulheres";"Preta";"65 a 69 anos";"452";"254";"199";"72";"43";"29";"167";"158";"8"
"Rondônia";"Mulheres";"Preta";"70 a 74 anos";"270";"131";"140";"16";"16";"-";"77";"65";"13"
"Rondônia";"Mulheres";"Preta";"75 a 79 anos";"163";"124";"39";"-";"-";"-";"33";"30";"3"
"Rondônia";"Mulheres";"Preta";"80 anos ou mais";"65";"58";"7";"41";"41";"-";"86";"83";"3"
"Rondônia";"Mulheres";"Amarela";"18 e 19 anos";"44";"37";"7";"-";"-";"-";"456";"385";"71"
"Rondônia";"Mulheres";"Amarela";"20 a 24 anos";"351";"290";"61";"10";"9";"2";"1136";"1025";"111"
"Rondônia";"Mulheres";"Amarela";"25 a 29 anos";"564";"442";"122";"18";"13";"5";"822";"696";"126"
"Rondônia";"Mulheres";"Amarela";"30 a 34 anos";"507";"373";"134";"36";"36";"-";"601";"520";"82"
"Rondônia";"Mulheres";"Amarela";"35 a 39 anos";"457";"367";"89";"59";"55";"4";"388";"371";"17"
"Rondônia";"Mulheres";"Amarela";"40 a 44 anos";"464";"375";"89";"121";"121";"-";"263";"253";"10"
"Rondônia";"Mulheres";"Amarela";"45 a 49 anos";"483";"375";"107";"95";"81";"15";"216";"210";"6"
"Rondônia";"Mulheres";"Amarela";"50 a 54 anos";"186";"160";"26";"22";"22";"-";"131";"106";"24"
"Rondônia";"Mulheres";"Amarela";"55 a 59 anos";"174";"128";"47";"8";"8";"-";"62";"59";"4"
"Rondônia";"Mulheres";"Amarela";"60 a 64 anos";"117";"98";"19";"-";"-";"-";"11";"11";"-"
"Rondônia";"Mulheres";"Amarela";"65 a 69 anos";"103";"83";"20";"4";"-";"4";"32";"32";"-"
"Rondônia";"Mulheres";"Amarela";"70 a 74 anos";"73";"67";"5";"18";"12";"6";"-";"-";"-"
"Rondônia";"Mulheres";"Amarela";"75 a 79 anos";"21";"16";"5";"9";"9";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Amarela";"80 anos ou mais";"21";"21";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Parda";"18 e 19 anos";"1871";"1224";"647";"48";"33";"14";"14832";"11887";"2945"
"Rondônia";"Mulheres";"Parda";"20 a 24 anos";"9651";"6522";"3129";"270";"232";"38";"32398";"26859";"5538"
"Rondônia";"Mulheres";"Parda";"25 a 29 anos";"14104";"10250";"3854";"731";"639";"91";"25943";"21336";"4607"
"Rondônia";"Mulheres";"Parda";"30 a 34 anos";"15698";"11120";"4578";"1524";"1325";"199";"19327";"15986";"3341"
"Rondônia";"Mulheres";"Parda";"35 a 39 anos";"15421";"10609";"4812";"1399";"1285";"114";"14241";"11799";"2442"
"Rondônia";"Mulheres";"Parda";"40 a 44 anos";"14323";"10405";"3918";"2098";"1874";"223";"9642";"8072";"1570"
"Rondônia";"Mulheres";"Parda";"45 a 49 anos";"12603";"8476";"4127";"1855";"1667";"188";"6466";"5538";"928"
"Rondônia";"Mulheres";"Parda";"50 a 54 anos";"10322";"6593";"3729";"1489";"1298";"191";"4272";"3448";"824"
"Rondônia";"Mulheres";"Parda";"55 a 59 anos";"7888";"4887";"3001";"906";"701";"205";"2600";"2157";"443"
"Rondônia";"Mulheres";"Parda";"60 a 64 anos";"5224";"3503";"1721";"642";"562";"79";"1454";"1206";"248"
"Rondônia";"Mulheres";"Parda";"65 a 69 anos";"3210";"1990";"1220";"355";"301";"53";"1008";"849";"159"
"Rondônia";"Mulheres";"Parda";"70 a 74 anos";"1749";"1127";"622";"228";"205";"23";"475";"407";"69"
